Index,Business Name,Business Address,Business Address(Line 1),Business Address(Line 2),Business Address Suburb,Business Phone Number,Eat Safe Rating,Permit Name,Business Address Suburb List
158,Royal International Convention Centre,R.N.A. Showgrounds 600 Gregory Terrace 07 3253 3900,R.N.A. Showgrounds,600 Gregory Terrace,Bowen Hills,07 3253 3900,5,"Caterer - On Site,Caterer - Off Site,Cafe/Restaurant","B, Bowen Hills"
159,C'Sis Espresso,52 Brookes St -,52 Brookes St,,Bowen Hills,-,4,Cafe/Restaurant,"B, Bowen Hills"
160,Banh Mi Corner,1/65 Abbotsford Road -,1/65 Abbotsford Road,,Bowen Hills,-,,"Takeaway Food,Cafe/Restaurant","B, Bowen Hills"
161,Garnishes Catering,18 Edmonstone Road 3852 6644,18 Edmonstone Road,,Bowen Hills,3852 6644,5,"Cafe/Restaurant,Caterer - Off Site","B, Bowen Hills"
162,Merlo Coffee,10 Thompson Street 36204239,10 Thompson Street,,Bowen Hills,36204239,4,"Food Manufacturer,Cafe/Restaurant","B, Bowen Hills"
163,MRS LUU BOWEN HILLS,1/15 Thompson St -,1/15 Thompson St,,Bowen Hills,-,,"Cafe/Restaurant,Takeaway Food,Food Shop","B, Bowen Hills"
164,The Crepe Nook,8/7 OCONNELL TERRACE -,8/7 OCONNELL TERRACE,,Bowen Hills,-,4,Takeaway Food,"B, Bowen Hills"
165,Midas Mediterranean Foods,4/166 Abbotsford Road -,4/166 Abbotsford Road,,Bowen Hills,-,5,Food Manufacturer,"B, Bowen Hills"
166,La Vita Pure Pty Ltd,527 Gregory Terrace -,527 Gregory Terrace,,Bowen Hills,-,3,Cafe/Restaurant,"B, Bowen Hills"
167,Avenues Early Learning Centre - Bowen Hills,30 Jordan Terrace 07 3852 4666,30 Jordan Terrace,,Bowen Hills,07 3852 4666,5,Child Care Centre,"B, Bowen Hills"
168,Guzman Y Gomez Bowen Hills,90 Abbotsford Road -,90 Abbotsford Road,,Bowen Hills,-,,Cafe/Restaurant,"B, Bowen Hills"
169,Flick n Beans,65 O'Connell Terrace -,65 O'Connell Terrace,,Bowen Hills,-,,Cafe/Restaurant,"B, Bowen Hills"
170,MIYO,1/35A CAMPBELL STREET -,1/35A CAMPBELL STREET,,Bowen Hills,-,3,Cafe/Restaurant,"B, Bowen Hills"
171,Bowen Arrow Cafe,2/35 Campbell St -,2/35 Campbell St,,Bowen Hills,-,,Cafe/Restaurant,"B, Bowen Hills"
172,IGA Bowen Hills,35A Campbell Street -,35A Campbell Street,,Bowen Hills,-,3,Delicatessen,"B, Bowen Hills"
173,Subway Bowen Hills,35 Campbell Street 0416 055 712,35 Campbell Street,,Bowen Hills,0416 055 712,4,Takeaway Food,"B, Bowen Hills"
174,Queen Amann Bakery,02 / 20 King St -,02 / 20 King St,,Bowen Hills,-,4,Bakery/Patisserie,"B, Bowen Hills"
175,Providore & Co Pty Ltd,84 Abbotsford Road -,84 Abbotsford Road,,Bowen Hills,-,4,Food Manufacturer,"B, Bowen Hills"
176,Cafe On Brookes,"Shop 1, 44 Brookes Street -","Shop 1, 44 Brookes Street",,Bowen Hills,-,,Cafe/Restaurant,"B, Bowen Hills"
177,The Yiros Shop Valley Metro,3/166 Abbotsford Rd -,3/166 Abbotsford Rd,,Bowen Hills,-,,Takeaway Food,"B, Bowen Hills"
178,Stockmans Bar & Grill,600 Gregory Tce (Brisbane Showgrounds) -,600 Gregory Tce (Brisbane Showgrounds),,Bowen Hills,-,4,Cafe/Restaurant,"B, Bowen Hills"
179,RNA Brisbane Showgrounds - Roast Beef & Gravy,600 Gregory Tce (RNA Brisbane Showgrounds) -,600 Gregory Tce (RNA Brisbane Showgrounds),,Bowen Hills,-,,Takeaway Food,"B, Bowen Hills"
180,The Grumpy Cat Cafe,159 Abbotsford Road -,159 Abbotsford Road,,Bowen Hills,-,,"Bakery/Patisserie,Cafe/Restaurant,Food Shop,Takeaway Food","B, Bowen Hills"
181,Herston Private Hospital Pty Ltd,7 Wren Street -,7 Wren Street,,Bowen Hills,-,,Hospital,"B, Bowen Hills"
182,BP Bowen Hills,230 Abbotsford Road -,230 Abbotsford Road,,Bowen Hills,-,,Cafe/Restaurant,"B, Bowen Hills"
183,El Camino Cantina,"S C02, GRND LVL 631 Gregory Terrace -","S C02, GRND LVL 631 Gregory Terrace",,Bowen Hills,-,,Cafe/Restaurant,"B, Bowen Hills"
184,Woolworths,Woolworths Pavilion & Steak Bar Observatory Hill 600 Gregory Tce -,Woolworths Pavilion & Steak Bar Observatory Hill,600 Gregory Tce,Bowen Hills,-,,Food Stall,"B, Bowen Hills"
185,Malaya Corner Bowen Hills,3/2 King St -,3/2 King St,,Bowen Hills,-,,Cafe/Restaurant,"B, Bowen Hills"
186,OzHarvest,157 Abbotsford Rd -,157 Abbotsford Rd,,Bowen Hills,-,,Caterer - On Site,"B, Bowen Hills"
187,Supernice Cafe,4/37 Mayne Street -,4/37 Mayne Street,,Bowen Hills,-,4,Cafe/Restaurant,"B, Bowen Hills"
188,Nosferatu,26 Jeays Street -,26 Jeays Street,,Bowen Hills,-,,"Beverage Manufacturer/Bottler,Cafe/Restaurant","B, Bowen Hills"
189,Claw BBQ,631 Gregory Terrace -,631 Gregory Terrace,,Bowen Hills,-,,Cafe/Restaurant,"B, Bowen Hills"
190,Milano Bakehouse Pty Ltd,10 Thompson St -,10 Thompson St,,Bowen Hills,-,,Bakery/Patisserie,"B, Bowen Hills"
191,3 Bros Korean Bistro,2/45 KING STREET -,2/45 KING STREET,,Bowen Hills,-,,Cafe/Restaurant,"B, Bowen Hills"
192,Cafe Belise,510A St Pauls Terrace -,510A St Pauls Terrace,,Bowen Hills,-,,"Bakery/Patisserie,Cafe/Restaurant","B, Bowen Hills"
193,Yum Char,4/20 King Street -,4/20 King Street,,Bowen Hills,-,,"Cafe/Restaurant,Takeaway Food","B, Bowen Hills"
194,Winghaus Bowen Hills,S TC04 600 Gregory Tce -,S TC04 600 Gregory Tce,,Bowen Hills,-,4,Cafe/Restaurant,"B, Bowen Hills"
195,Papilio Early Learning Bowen Hills,"Unit 3 & Unit 4 & Unit 5, 31 Thompson St -","Unit 3 & Unit 4 & Unit 5, 31 Thompson St",,Bowen Hills,-,,Child Care Centre,"B, Bowen Hills"
196,RNA Brisbane Showgrounds - Marquee Pop Up 1,600 Gregory Tce -,600 Gregory Tce,,Bowen Hills,-,,Food Stall,"B, Bowen Hills"
197,Guardian Early Learning - King Street,Level 3/45 King Street -,Level 3/45 King Street,,Bowen Hills,-,,Child Care Centre,"B, Bowen Hills"
198,The Cafe,24 Markwell Street -,24 Markwell Street,,Bowen Hills,-,,Cafe/Restaurant,"B, Bowen Hills"
199,Archie Bros Australia,"Shop 10, 3/30 King St (The Yards) -","Shop 10, 3/30 King St (The Yards)",,Bowen Hills,-,,Cafe/Restaurant,"B, Bowen Hills"
200,The Gourmet Press,"Shop KK1, 2 King St -","Shop KK1, 2 King St",,Bowen Hills,-,,Cafe/Restaurant,"B, Bowen Hills"
201,PJ'S Steaks King St,Shop K02 Kingsgate 2/2 King St -,Shop K02 Kingsgate 2/2 King St,,Bowen Hills,-,3,Takeaway Food,"B, Bowen Hills"
202,Alex Eats Pty Ltd,3/65 ABBOTSFORD ROAD -,3/65 ABBOTSFORD ROAD,,Bowen Hills,-,3,"Cafe/Restaurant,Takeaway Food","B, Bowen Hills"
203,RNA Brisbane Showgrounds - Trailer,600 Gregory Terrace -,600 Gregory Terrace,,Bowen Hills,-,,Food Stall,"B, Bowen Hills"
204,Super Combo and Xin Chao,"SG-01B, 20 King St, (600 Gregory Tce) -","SG-01B, 20 King St, (600 Gregory Tce)",,Bowen Hills,-,,Cafe/Restaurant,"B, Bowen Hills"
205,Montrachet,1 / 30 King St -,1 / 30 King St,,Bowen Hills,-,,Cafe/Restaurant,"B, Bowen Hills"
206,More Pho Vietnamese Canteen,"Shop 1, 11 Bowen Bridge Rd -","Shop 1, 11 Bowen Bridge Rd",,Bowen Hills,-,4,Cafe/Restaurant,"B, Bowen Hills"
207,IL Verde,"Shop 4, 2 King St 07 33542055","Shop 4, 2 King St",,Bowen Hills,07 33542055,,Cafe/Restaurant,"B, Bowen Hills"
208,Mista Boo Japanese Cuisine,G06. 20 King St -,G06. 20 King St,,Bowen Hills,-,,Cafe/Restaurant,"B, Bowen Hills"
209,RNA Brisbane Showgrounds - Exhibition Building,600 Gregory Tce - Exhibition Building -,600 Gregory Tce - Exhibition Building,,Bowen Hills,-,,"Cafe/Restaurant,Takeaway Food","B, Bowen Hills"
210,Kuhl-Cher Coffee,"Shop 3, 45 King Street -","Shop 3, 45 King Street",,Bowen Hills,-,,"Cafe/Restaurant,Food Manufacturer","B, Bowen Hills"
211,HUNGRY JACK'S,270 ABBOTSFORD ROAD 35054300,270 ABBOTSFORD ROAD,,Bowen Hills,35054300,,Cafe/Restaurant,"B, Bowen Hills"
212,7-Eleven 4368W,25 King St -,25 King St,,Bowen Hills,-,,Food Shop,"B, Bowen Hills"
213,Half Pint Kitchen and Bar,35 Campbell St -,35 Campbell St,,Bowen Hills,-,,Cafe/Restaurant,"B, Bowen Hills"
214,Rydges Fortitude Valley,600 Gregory Terrace -,600 Gregory Terrace,,Bowen Hills,-,4,Cafe/Restaurant,"B, Bowen Hills"
215,Herston Lodge,129 Butterfield St 3257 3488,129 Butterfield St,,Herston,3257 3488,4,Accommodation Meals,"H, Herston"
216,Hungry Jacks Herston,50 Bowen Bridge Rd -,50 Bowen Bridge Rd,,Herston,-,,Cafe/Restaurant,"H, Herston"
217,Victoria Park Cafe,Victoria Park Golf Course 367 Herston Rd 0732532533,Victoria Park Golf Course,367 Herston Rd,Herston,0732532533,4,"Cafe/Restaurant,Caterer - On Site","H, Herston"
218,BP Bowen Bridge,44 Bowen Bridge Rd -,44 Bowen Bridge Rd,,Herston,-,4,Takeaway Food,"H, Herston"
219,Herbert and Bramston Cafe,"T15 296 Herston Rd (STARS Facility, Herston Qtr) -","T15 296 Herston Rd (STARS Facility, Herston Qtr)",,Herston,-,4,Cafe/Restaurant,"H, Herston"
220,Boost Juice - Herston Quarter,"Level 3, Stars Facility, 1 Herston Road -","Level 3, Stars Facility, 1 Herston Road",,Herston,-,,Takeaway Food,"H, Herston"
221,Giggletree Early Education,120 Butterfield St (65 Aberleigh Rd) -,120 Butterfield St (65 Aberleigh Rd),,Herston,-,4,Child Care Centre,"H, Herston"
222,Sushi Yado,"Unit 7, Level 3, 296 Herston Rd ( Royal Brisbane Womens Hospital) -","Unit 7, Level 3, 296 Herston Rd ( Royal Brisbane Womens Hospital)",,Herston,-,4,Cafe/Restaurant,"H, Herston"
223,The Botanist Kitchen,"296B Herston Rd (Lvl 3, Herston Quarter, Herston Health Precinct) -","296B Herston Rd (Lvl 3, Herston Quarter, Herston Health Precinct)",,Herston,-,,Cafe/Restaurant,"H, Herston"
224,C&K Herston Road,185 Herston Rd -,185 Herston Rd,,Herston,-,5,Child Care Centre,"H, Herston"
225,Cafe Gia,132 Butterfield St -,132 Butterfield St,,Herston,-,3,Cafe/Restaurant,"H, Herston"
226,QCC Consulting Pty Ltd,91 Clyde Road -,91 Clyde Road,,Herston,-,4,"Cafe/Restaurant,Takeaway Food","H, Herston"
227,Marketcart,"Ground Floor, 15 Butterfield Street -","Ground Floor, 15 Butterfield Street",,Herston,-,3,Cafe/Restaurant,"H, Herston"
228,Ronald McDonald House Charities South East Queensland,22 Garrick Tce 0738451600,22 Garrick Tce,,Herston,0738451600,,Accommodation Meals,"H, Herston"
229,Bright Days Herston Pty Ltd,208 Herston Road -,208 Herston Road,,Herston,-,,Child Care Centre,"H, Herston"
230,Hello My Dear,70 Bramston Tce -,70 Bramston Tce,,Herston,-,,Bakery/Patisserie,"H, Herston"
231,Fish's Seafood Market,6/110 Macquarie St 07 3257 7180,6/110 Macquarie St,,Newstead,07 3257 7180,3,Cafe/Restaurant,"N, Newstead"
232,BOOROODABIN COMMUNITY & RECREATION CLUB INC,126 Breakfast Creek Rd (07)32513435,126 Breakfast Creek Rd,,Newstead,(07)32513435,4,Cafe/Restaurant,"N, Newstead"
233,The Danish Club,36 Austin St 0437612913,36 Austin St,,Newstead,0437612913,5,Cafe/Restaurant,"N, Newstead"
234,Ruean Phae Thai Restaurant,136 Commercial Road -,136 Commercial Road,,Newstead,-,3,Cafe/Restaurant,"N, Newstead"
235,Mrs Brown's Bar & Kitchen,32 Commercial Rd -,32 Commercial Rd,,Newstead,-,,Cafe/Restaurant,"N, Newstead"
236,Locale & Kitchen Angel,"SG2, 26 Commercial Road -","SG2, 26 Commercial Road",,Newstead,-,5,"Cafe/Restaurant,Food Manufacturer,Takeaway Food","N, Newstead"
237,CBD Cafe,Shop C1 26 Reddacliffe Street 3852 3331,Shop C1,26 Reddacliffe Street,Newstead,3852 3331,,Cafe/Restaurant,"N, Newstead"
238,Subway Waterloo,"Unit 1,12 Commercial Road -","Unit 1,12 Commercial Road",,Newstead,-,4,"Cafe/Restaurant,Takeaway Food","N, Newstead"
239,Hello Bibimbap Newstead,26 REDDACLIFF STREET -,26 REDDACLIFF STREET,,Newstead,-,3,Cafe/Restaurant,"N, Newstead"
240,Miss Manhattan,1 / 22 Masters St (20 Masters St) -,1 / 22 Masters St (20 Masters St),,Newstead,-,3,Cafe/Restaurant,"N, Newstead"
241,HELLO GORGEOUS,32A CHESTER STREET -,32A CHESTER STREET,,Newstead,-,3,Cafe/Restaurant,"N, Newstead"
242,The Golden Pig Food & Wine School,38 ROSS STREET -,38 ROSS STREET,,Newstead,-,,Cafe/Restaurant,"N, Newstead"
243,Entice Me Freestyle Catering,2A Byres St 0434 003 370,2A Byres St,,Newstead,0434 003 370,5,"Caterer - Off Site,Cafe/Restaurant","N, Newstead"
244,Salt Coffee,3A/50 Commercial Road -,3A/50 Commercial Road,,Newstead,-,,Cafe/Restaurant,"N, Newstead"
245,Yolk Espresso & Eats,"Shop E40C, 76 Skyring Terrace -","Shop E40C, 76 Skyring Terrace",,Newstead,-,,Cafe/Restaurant,"N, Newstead"
246,Working Title Brew Co Pty Ltd,85 Doggett Street -,85 Doggett Street,,Newstead,-,4,"Cafe/Restaurant,Beverage Manufacturer/Bottler","N, Newstead"
247,Rogue Bar & Bistro,14 Austin St 3257 0227,14 Austin St,,Newstead,3257 0227,4,Cafe/Restaurant,"N, Newstead"
248,Botany Newstead,Shop A1A - Gasworks Shopping Centre 76 Skyring Terrace -,Shop A1A - Gasworks Shopping Centre,76 Skyring Terrace,Newstead,-,4,Cafe/Restaurant,"N, Newstead"
249,Woolworths Newstead 2900,76A Skyring Terrace -,76A Skyring Terrace,,Newstead,-,,"Fruit and Vegetable Processing,Delicatessen,Bakery/Patisserie,Food Shop","N, Newstead"
250,Quench by The Standard Market Company Pty Ltd,SE 76B Skyring Terrace -,SE 76B Skyring Terrace,,Newstead,-,,Takeaway Food,"N, Newstead"
251,The Standard Market Company Pty Ltd,"Shop A2, 76B Skyring Terrance -","Shop A2, 76B Skyring Terrance",,Newstead,-,,"Fruit and Vegetable Processing,Food Shop,Delicatessen,Bakery/Patisserie","N, Newstead"
252,Reef Seafood & Sushi Brisbane,76 Skyring Terrace 3257 7554,76 Skyring Terrace,,Newstead,3257 7554,5,Cafe/Restaurant,"N, Newstead"
253,Advanced Fresh Concepts Pty Ltd,76B Skyring Tce -,76B Skyring Tce,,Newstead,-,5,Takeaway Food,"N, Newstead"
254,Santorini Restaurant Bar,5 Kyabra Street -,5 Kyabra Street,,Newstead,-,4,Cafe/Restaurant,"N, Newstead"
255,Wild Legs,22 Wyandra Street (Tenancy 1) -,22 Wyandra Street (Tenancy 1),,Newstead,-,4,Cafe/Restaurant,"N, Newstead"
256,Pingpong,"SE10-C,76 Skyring Tce ( Gasworks Sh/g Ctre) -","SE10-C,76 Skyring Tce ( Gasworks Sh/g Ctre)",,Newstead,-,,Cafe/Restaurant,"N, Newstead"
257,The Fox's Hollow,1/1 Newstead Tce -,1/1 Newstead Tce,,Newstead,-,4,Cafe/Restaurant,"N, Newstead"
258,The Triffid,7-9 Stratton Street -,7-9 Stratton Street,,Newstead,-,,Cafe/Restaurant,"N, Newstead"
259,New Farm Confectionery,16 Waterloo St (3 Byres St) -,16 Waterloo St (3 Byres St),,Newstead,-,,Food Manufacturer,"N, Newstead"
260,Speed Dial,Shipping Container H 142 Breakfast Creek Rd -,Shipping Container H,142 Breakfast Creek Rd,Newstead,-,,Takeaway Food,"N, Newstead"
261,Hank's Cafe,"Shop 2, 63 Skyring Tce -","Shop 2, 63 Skyring Tce",,Newstead,-,4,Cafe/Restaurant,"N, Newstead"
262,Motto Motto Japanese Kitchen Gasworks,76 Skyring Terrace -,76 Skyring Terrace,,Newstead,-,4,"Cafe/Restaurant,Takeaway Food","N, Newstead"
263,MANIAX Axe Throwing - Newstead Pty Ltd,52A Doggett St -,52A Doggett St,,Newstead,-,,Cafe/Restaurant,"N, Newstead"
264,Smokey Moo,"Tenancy 3001, 70 Longlands Street -","Tenancy 3001, 70 Longlands Street",,Newstead,-,4,Cafe/Restaurant,"N, Newstead"
265,E'cco Bistro,"Shop 8, 68 Skyring Terrace -","Shop 8, 68 Skyring Terrace",,Newstead,-,,Cafe/Restaurant,"N, Newstead"
266,Italian Street Kitchen - Gasworks,"SB1&B2 Skyring Gasworks, 30A Festival Plce -","SB1&B2 Skyring Gasworks, 30A Festival Plce",,Newstead,-,,Cafe/Restaurant,"N, Newstead"
267,Momiji Japanese Restaurant & El Cafe,2A / 27 Commercial Road -,2A / 27 Commercial Road,,Newstead,-,,Cafe/Restaurant,"N, Newstead"
268,My Viet Kitchen,"Shop R5, 26 Reddacliff Street 38525353","Shop R5, 26 Reddacliff Street",,Newstead,38525353,,Takeaway Food,"N, Newstead"
269,"Beans, Rolls and Bowls",14 Stratton Street -,14 Stratton Street,,Newstead,-,,Cafe/Restaurant,"N, Newstead"
270,Total Fusion Newstead,20 Festival Place -,20 Festival Place,,Newstead,-,,Cafe/Restaurant,"N, Newstead"
271,Wara Sushi,"Shop 4-6, 70 Longland Street -","Shop 4-6, 70 Longland Street",,Newstead,-,,Cafe/Restaurant,"N, Newstead"
272,Newstead Social,"Basement D, 64 Commercial Rd -","Basement D, 64 Commercial Rd",,Newstead,-,,Cafe/Restaurant,"N, Newstead"
273,Range Brewing,2-4 Byres Street -,2-4 Byres Street,,Newstead,-,4,Cafe/Restaurant,"N, Newstead"
274,Rise Bakery Newstead,"Tenancy G1, 194 Breakfast Creek Rd -","Tenancy G1, 194 Breakfast Creek Rd",,Newstead,-,4,"Bakery/Patisserie,Cafe/Restaurant,Takeaway Food","N, Newstead"
275,DuckFat,S 3B 63 SKYRING TCE -,S 3B 63 SKYRING TCE,,Newstead,-,3,"Cafe/Restaurant,Takeaway Food","N, Newstead"
276,The Refinery,"12 Austin St, -","12 Austin St,",,Newstead,-,,Cafe/Restaurant,"N, Newstead"
277,Fruitbowl Gasworks,"Shop SPA40A, Ground Floor Gasworks Plaza 76 Skyring Tce -","Shop SPA40A, Ground Floor Gasworks Plaza",76 Skyring Tce,Newstead,-,,"Cafe/Restaurant,Takeaway Food","N, Newstead"
278,Newstead Grand Care Community,50 Longland Street -,50 Longland Street,,Newstead,-,,Care Facility,"N, Newstead"
279,Evra Newstead,18 Longland St -,18 Longland St,,Newstead,-,,"Cafe/Restaurant,Takeaway Food","N, Newstead"
280,Toby's Estate,1/33 Longland Street -,1/33 Longland Street,,Newstead,-,4,Cafe/Restaurant,"N, Newstead"
281,Baker D. Chirico. Brisbane,"Shop 2, 18 Longland Street -","Shop 2, 18 Longland Street",,Newstead,-,,Bakery/Patisserie,"N, Newstead"
282,Stratton Bar & Kitchen,5 Stratton Street -,5 Stratton Street,,Newstead,-,,Cafe/Restaurant,"N, Newstead"
283,Capital T Espresso & Eats,1/40 Waterloo St (2A Gordon St) -,1/40 Waterloo St (2A Gordon St),,Newstead,-,4,Cafe/Restaurant,"N, Newstead"
284,Ruby My Dear,Unit 3001/12 Longland Street -,Unit 3001/12 Longland Street,,Newstead,-,5,Cafe/Restaurant,"N, Newstead"
285,Bubbleboy,Kiosk - 63 Skying Tce -,Kiosk - 63 Skying Tce,,Newstead,-,,Cafe/Restaurant,"N, Newstead"
286,Allonda,19 Longland Street -,19 Longland Street,,Newstead,-,,Cafe/Restaurant,"N, Newstead"
287,Mecca Bah,68 Longland St -,68 Longland St,,Newstead,-,,Cafe/Restaurant,"N, Newstead"
288,Aveo Group Limited,50 Longland Street -,50 Longland Street,,Newstead,-,,"Cafe/Restaurant,Care Facility,Caterer - On Site","N, Newstead"
289,Fonzie Abbott,20 Ross St -,20 Ross St,,Newstead,-,,Cafe/Restaurant,"N, Newstead"
290,Nodo Donuts,1 Ella Street -,1 Ella Street,,Newstead,-,,"Bakery/Patisserie,Cafe/Restaurant","N, Newstead"
291,C3 Australasia Pty Ltd,S LVL 3 194 BREAKFAST CREEK ROAD -,S LVL 3 194 BREAKFAST CREEK ROAD,,Newstead,-,5,Food Manufacturer,"N, Newstead"
292,Fraser's Newstead,2/12 COMMERCIAL ROAD -,2/12 COMMERCIAL ROAD,,Newstead,-,,Cafe/Restaurant,"N, Newstead"
293,Campos Coffee Gasworks,"Shop E4B, Campos Gasworks, 76 Skyring Tce -","Shop E4B, Campos Gasworks, 76 Skyring Tce",,Newstead,-,,Cafe/Restaurant,"N, Newstead"
294,Miele,"Tenancy 4C, 63 Skyring Terrace 1300464353","Tenancy 4C, 63 Skyring Terrace",,Newstead,1300464353,,Cafe/Restaurant,"N, Newstead"
295,Banh Mi Factory,10 Austin Street -,10 Austin Street,,Newstead,-,3,Takeaway Food,"N, Newstead"
296,Nonda Gasworks,3002/76 SKYRING TERRACE -,3002/76 SKYRING TERRACE,,Newstead,-,,Cafe/Restaurant,"N, Newstead"
297,Betty's Burgers & Concrete Co. - Newstead,"Shop 4A, 63 Skyring Terrace -","Shop 4A, 63 Skyring Terrace",,Newstead,-,,"Cafe/Restaurant,Takeaway Food","N, Newstead"
298,Danny's Bread Pty Ltd,R5/113 Commercial Road 07 3210 0024,R5/113 Commercial Road,,Newstead,07 3210 0024,,Bakery/Patisserie,"N, Newstead"
299,Hallowed Grounds Cafe Newstead,"Shop 3, 76 Skyring Tce -","Shop 3, 76 Skyring Tce",,Newstead,-,4,Cafe/Restaurant,"N, Newstead"
300,Industry Beans (Brisbane) Pty Ltd,18 Proe Street -,18 Proe Street,,Newstead,-,,"Cafe/Restaurant,Food Manufacturer","N, Newstead"
301,Bunnings Group Limited,142 - 160 Breakfast Creek Rd (Cnr Edmond & Ross Sts) -,142 - 160 Breakfast Creek Rd (Cnr Edmond & Ross Sts),,Newstead,-,,Takeaway Food,"N, Newstead"
302,Nogueira's Sweets,214/24 Wyatt St -,214/24 Wyatt St,,Newstead,-,,Takeaway Food,"N, Newstead"
303,Fishbowl Newstead,76 Skyring Tce -,76 Skyring Tce,,Newstead,-,,"Cafe/Restaurant,Food Manufacturer,Takeaway Food","N, Newstead"
304,Cheeky Poke Bar,"Tenancy 3A, 63 Skyring Terrace -","Tenancy 3A, 63 Skyring Terrace",,Newstead,-,,Cafe/Restaurant,"N, Newstead"
305,7-Eleven 4382W,48 Commercial Rd -,48 Commercial Rd,,Newstead,-,,Food Shop,"N, Newstead"
306,Ozcare Villa Rosalie,43 Evelyn St -,43 Evelyn St,,Newstead,-,,Care Facility,"N, Newstead"
307,Domino's Pizza Newstead,"Shop R2 & R3, 26 Reddacliff Street -","Shop R2 & R3, 26 Reddacliff Street",,Newstead,-,,Takeaway Food,"N, Newstead"
308,Milky Lane,3003 / 68 Longland St -,3003 / 68 Longland St,,Newstead,-,,Cafe/Restaurant,"N, Newstead"
309,First Light Active Pty Ltd,1/26 Reddacliff Street -,1/26 Reddacliff Street,,Newstead,-,4,Cafe/Restaurant,"N, Newstead"
310,Ombra Italian,40 Waterloo Street (2A Gordon St) -,40 Waterloo Street (2A Gordon St),,Newstead,-,5,"Bakery/Patisserie,Cafe/Restaurant,Takeaway Food","N, Newstead"
311,Fleury's Gourmet Foods,36 Austin Streeet -,36 Austin Streeet,,Newstead,-,,Caterer - Off Site,"N, Newstead"
312,19 Grammi,1 Breakfast Creek Rd -,1 Breakfast Creek Rd,,Newstead,-,4,Cafe/Restaurant,"N, Newstead"
313,Maggie May,"Shop 3, 100 Skyring Tce -","Shop 3, 100 Skyring Tce",,Newstead,-,,Cafe/Restaurant,"N, Newstead"
314,DRZLE,43 Evelyn Street -,43 Evelyn Street,,Newstead,-,,Cafe/Restaurant,"N, Newstead"
315,5 Boroughs Ascot,120 Racecourse Rd -,120 Racecourse Rd,,Ascot,-,,Cafe/Restaurant,"A, Ascot"
316,Taro's Ramen Ascot,Shop 1 / 145 Racecourse Rd 073868 2833,Shop 1 / 145 Racecourse Rd,,Ascot,073868 2833,4,Cafe/Restaurant,"A, Ascot"
317,Brisbane Racing Club - Eagle Farm Racecourse,230 Lancaster Rd 3268 2171,230 Lancaster Rd,,Ascot,3268 2171,4,Cafe/Restaurant,"A, Ascot"
318,Gallopers Sports Club,304 Lancaster Rd 07 32681841,304 Lancaster Rd,,Ascot,07 32681841,3,Cafe/Restaurant,"A, Ascot"
319,The Foxton Green,133 Racecourse Rd -,133 Racecourse Rd,,Ascot,-,4,Cafe/Restaurant,"A, Ascot"
320,Brisbane Racing Club - Doomben Racecourse,32 Hampden St 38612800,32 Hampden St,,Ascot,38612800,4,Cafe/Restaurant,"A, Ascot"
